case,scenario,name,probability,failed_branch,duration_h,load_scale,renewable_scale,ENS_puh,ENS_MWh,RI,total_Pshed_MW,total_Qshed_Mvar,total_Pren_MW,total_Pcurt_MW,total_Pbat_MW,interrupted_customers
ieee69,0,normal_operation,0.6,-1,1.0,1.0,0.85,0.0,0.0,1.0,0.0,0.0,1.1311247499999997,0.0,0.54179925,0.0
ieee69,1,outage_branch_22,0.03636363636363637,22,4.347787159993379,1.1059007165350858,0.4188852286179467,0.27138686321536976,2.7138686321536976,0.8843327832667814,0.6241953739423229,0.44559911936220103,0.5574252347049032,0.0,0.12461494320269922,161.0
ieee69,2,outage_branch_37,0.03636363636363637,37,4.953017621429326,1.1386631455956722,0.437344505711287,0.798439545913795,7.98439545913795,0.6981227566769725,1.6120264593029732,1.1262795536671217,0.2909948204038547,0.2909948204038547,0.054693854475289475,245.0
ieee69,3,outage_branch_57,0.03636363636363637,57,3.45660002424391,0.9074071354162442,0.5114711700398825,0.0,0.0,0.9999999999999999,0.0,0.0,0.680632587463023,0.0,0.15674340282356272,0.0
ieee69,4,outage_branch_24,0.03636363636363637,24,3.298748980744011,0.9503574377978616,0.6740762153897067,0.10847067577302524,1.0847067577302525,0.9698209317133164,0.3288236734780602,0.2347382871360718,0.8970168124866212,0.0,0.164243855219866,34.0
ieee69,5,outage_branch_59,0.03636363636363637,59,2.6402351070962604,0.9595592698010511,0.10482691931172787,0.3151626816906674,3.151626816906674,0.45747455276539706,1.1936917316325075,0.8520886315833334,0.10462263785271914,0.03487421261757304,0.20520871362697413,124.0
ieee69,6,outage_branch_11,0.03636363636363637,11,3.6101398586488775,0.8931877707116247,0.5964617773450986,0.28272703347559464,2.8272703347559465,0.8739805842179177,0.7831470373599525,0.5422542955990274,0.5952994224564974,0.19843314081883245,0.07503854022469539,89.0
ieee69,7,outage_branch_10,0.03636363636363637,10,3.7456870443156736,0.8631118250328543,0.5105539202713915,0.0,0.0,0.9999999999999999,0.0,0.0,0.6794119710923501,0.0,0.14464616066155764,0.0
ieee69,8,outage_branch_7,0.03636363636363637,7,3.183043002452127,0.9991217395854296,0.809699406012264,0.07371813616418088,0.7371813616418088,0.9797817687027361,0.23159641923590257,0.1655544722493057,1.07749533905973,0.0,0.1702142413981253,25.0
ieee69,9,outage_branch_60,0.03636363636363637,60,4.669647767698806,1.067848559743872,0.4431061408517627,0.6203176944200957,6.2031769442009566,0.4574745527653973,1.3284036083213768,0.9482495210525583,0.44224263775977773,0.1474142125865926,0.11602572120059443,124.0
ieee69,10,outage_branch_18,0.03636363636363637,18,5.362653385876183,0.9430048268065525,0.07840366748917292,0.023431264367011814,0.23431264367011814,0.9801418922256675,0.04369341570485162,0.03108217336208395,0.10433450445620451,0.0,0.1010319353152595,125.0
ieee69,11,outage_branch_58,0.03636363636363637,58,3.3304725566788864,0.9929425323312885,0.5596427781850251,0.004036117565220116,0.04036117565220116,0.9946772806481673,0.012118753409710997,0.008650685713684377,0.7447362324280492,0.0,0.16267939182188507,124.0
